Iteration;Accuracy
1.0;0.47699999809265137
2.0;0.5189999938011169
3.0;0.5501000285148621
4.0;0.6514999866485596
5.0;0.6690000295639038
6.0;0.6948000192642212
7.0;0.7123000025749207
8.0;0.7253000140190125
9.0;0.7315000295639038
10.0;0.7396000027656555
11.0;0.7476000189781189
12.0;0.7633000016212463
13.0;0.7717999815940857
14.0;0.7736999988555908
15.0;0.7822999954223633
16.0;0.7865999937057495
17.0;0.7879999876022339
18.0;0.7908999919891357
19.0;0.7996000051498413
20.0;0.8037999868392944
21.0;0.8073999881744385
22.0;0.8136000037193298
23.0;0.8151000142097473
24.0;0.817799985408783
25.0;0.8223000168800354
26.0;0.8251000046730042
27.0;0.8274999856948853
28.0;0.8299999833106995
29.0;0.8312000036239624
30.0;0.8331999778747559
31.0;0.8367000222206116
32.0;0.838699996471405
33.0;0.8392999768257141
34.0;0.8414999842643738
35.0;0.8414999842643738
36.0;0.8438000082969666
37.0;0.8464000225067139
38.0;0.8476999998092651
39.0;0.8486999869346619
40.0;0.850600004196167
41.0;0.8532999753952026
42.0;0.8547000288963318
43.0;0.8526999950408936
44.0;0.855400025844574
45.0;0.8546000123023987
46.0;0.858299970626831
47.0;0.8586999773979187
48.0;0.8597000241279602
49.0;0.859499990940094
50.0;0.8592000007629395
51.0;0.8626999855041504
52.0;0.8604999780654907
53.0;0.8615999817848206
54.0;0.8634999990463257
55.0;0.8634999990463257
56.0;0.8644999861717224
57.0;0.866100013256073
58.0;0.8668000102043152
59.0;0.867900013923645
60.0;0.8675000071525574
61.0;0.8676999807357788
62.0;0.8690999746322632
63.0;0.8690000176429749
64.0;0.8700000047683716
65.0;0.8697999715805054
66.0;0.8707000017166138
67.0;0.8716999888420105
68.0;0.8712000250816345
69.0;0.8715000152587891
70.0;0.8715999722480774
71.0;0.8726999759674072
72.0;0.8734999895095825
73.0;0.8738999962806702
74.0;0.8737999796867371
75.0;0.8759999871253967
76.0;0.8759999871253967
77.0;0.8765000104904175
78.0;0.8763999938964844
79.0;0.8774999976158142
80.0;0.8774999976158142
81.0;0.8770999908447266
82.0;0.8787999749183655
83.0;0.8784999847412109
84.0;0.8791000247001648
85.0;0.8798999786376953
86.0;0.8801000118255615
87.0;0.8810999989509583
88.0;0.8805999755859375
89.0;0.8820000290870667
90.0;0.8813999891281128
91.0;0.882099986076355
92.0;0.8820000290870667
93.0;0.8827999830245972
94.0;0.8830000162124634
95.0;0.883400022983551
96.0;0.8830000162124634
97.0;0.8842999935150146
98.0;0.8847000002861023
99.0;0.8845000267028809
100.0;0.8845000267028809
