Iteration;Accuracy;Loss;Grads
1.0;0.13300000131130219;2.0790181159973145;205241774.0
2.0;0.21699999272823334;2.0787079334259033;411049427.0
3.0;0.1889999955892563;2.078403949737549;616209339.0
4.0;0.1860000044107437;2.078037738800049;821501965.0
5.0;0.17100000381469727;2.0776138305664062;1027706419.0
6.0;0.23100000619888306;2.0771021842956543;1232668976.0
7.0;0.23499999940395355;2.076561212539673;1437830867.0
8.0;0.24699999392032623;2.0759201049804688;1642782391.0
9.0;0.25099998712539673;2.075169324874878;1847663162.0
10.0;0.2549999952316284;2.0743136405944824;2052523482.0
11.0;0.25699999928474426;2.0732779502868652;2257339047.0
12.0;0.2840000092983246;2.0720484256744385;2462207520.0
13.0;0.2879999876022339;2.070664405822754;2667015201.0
14.0;0.27900001406669617;2.069005012512207;2871774051.0
15.0;0.29499998688697815;2.067049026489258;3076475695.0
16.0;0.29899999499320984;2.064706325531006;3281233231.0
17.0;0.3109999895095825;2.062054395675659;3485972962.0
18.0;0.3190000057220459;2.0587704181671143;3690697927.0
19.0;0.3089999854564667;2.0547220706939697;3895442339.0
20.0;0.3179999887943268;2.0497984886169434;4100169375.0
21.0;0.3140000104904175;2.0437119007110596;4288130890.0
22.0;0.30399999022483826;2.035433292388916;4451026771.0
23.0;0.30799999833106995;2.0258307456970215;4614138099.0
24.0;0.28999999165534973;2.00765323638916;4777060909.0
25.0;0.30000001192092896;1.9855167865753174;4939852779.0
26.0;0.2939999997615814;1.92794930934906;5102669515.0
27.0;0.2280000001192093;1.8902699947357178;5265419331.0
28.0;0.3199999928474426;1.8025693893432617;5428180825.0
29.0;0.3700000047683716;1.7575689554214478;5590924527.0
30.0;0.28299999237060547;1.7100776433944702;5753662486.0
31.0;0.32600000500679016;1.6301850080490112;5916402851.0
32.0;0.23600000143051147;1.7247236967086792;6079138040.0
33.0;0.2930000126361847;1.6177729368209839;6241875962.0
34.0;0.34299999475479126;1.556229591369629;6404615023.0
35.0;0.11299999803304672;2.257719039916992;6567351261.0
36.0;0.3630000054836273;1.5312600135803223;6730091295.0
37.0;0.3319999873638153;1.5103622674942017;6892829733.0
38.0;0.3499999940395355;1.4761143922805786;7055564321.0
39.0;0.27300000190734863;1.6916205883026123;7218292580.0
40.0;0.36000001430511475;1.4576976299285889;7381027427.0
41.0;0.3449999988079071;1.4815932512283325;7543760476.0
42.0;0.3440000116825104;1.4425299167633057;7706503884.0
43.0;0.367000013589859;1.4477179050445557;7869238813.0
44.0;0.32899999618530273;1.475223183631897;8031977793.0
45.0;0.3580000102519989;1.4324877262115479;8194717262.0
46.0;0.3610000014305115;1.4390138387680054;8357457415.0
47.0;0.4050000011920929;1.422470211982727;8520206164.0
48.0;0.31700000166893005;1.4509166479110718;8682938232.0
49.0;0.36500000953674316;1.4137803316116333;8845691513.0
50.0;0.36000001430511475;1.4183611869812012;9008437765.0
51.0;0.33000001311302185;1.4887853860855103;9171183788.0
52.0;0.3009999990463257;1.4868130683898926;9333916232.0
53.0;0.36399999260902405;1.4283324480056763;9496654921.0
54.0;0.27399998903274536;1.6037466526031494;9659386419.0
55.0;0.3400000035762787;1.4369451999664307;9822122281.0
56.0;0.3449999988079071;1.4625638723373413;9984861230.0
57.0;0.34599998593330383;1.4079749584197998;10147603788.0
58.0;0.4309999942779541;1.4291492700576782;10310344542.0
59.0;0.3400000035762787;1.4799823760986328;10473084463.0
60.0;0.3499999940395355;1.411736249923706;10635827232.0
61.0;0.3659999966621399;1.411401391029358;10798561954.0
62.0;0.33399999141693115;1.4743480682373047;10961288974.0
63.0;0.3930000066757202;1.3966782093048096;11124027163.0
64.0;0.37299999594688416;1.4076752662658691;11286764393.0
65.0;0.40299999713897705;1.3961018323898315;11449502362.0
66.0;0.3919999897480011;1.387036919593811;11612235824.0
67.0;0.3529999852180481;1.4681917428970337;11774979932.0
68.0;0.36899998784065247;1.4186317920684814;11937711909.0
69.0;0.36800000071525574;1.4076101779937744;12100443940.0
70.0;0.3659999966621399;1.4400361776351929;12263176207.0
71.0;0.35600000619888306;1.388900876045227;12425903646.0
72.0;0.3779999911785126;1.383509635925293;12588648054.0
73.0;0.3709999918937683;1.4369142055511475;12751388009.0
74.0;0.4189999997615814;1.3705376386642456;12914127356.0
75.0;0.3659999966621399;1.3829476833343506;13076864221.0
76.0;0.3580000102519989;1.4898055791854858;13239595522.0
77.0;0.4560000002384186;1.358923316001892;13402336893.0
78.0;0.367000013589859;1.3610671758651733;13565072344.0
79.0;0.4009999930858612;1.333662748336792;13727803983.0
80.0;0.4020000100135803;1.3777134418487549;13890540108.0
81.0;0.3659999966621399;1.3556888103485107;14053267122.0
82.0;0.4519999921321869;1.2794071435928345;14215997692.0
83.0;0.47600001096725464;1.281105875968933;14378731446.0
84.0;0.4620000123977661;1.2267603874206543;14541460965.0
85.0;0.45100000500679016;1.1674747467041016;14704189108.0
86.0;0.6039999723434448;1.1488239765167236;14866922204.0
87.0;0.42899999022483826;1.642091155052185;15029650422.0
88.0;0.6050000190734863;1.0962027311325073;15192373941.0
89.0;0.4650000035762787;1.106059193611145;15355102827.0
90.0;0.4869999885559082;1.0806804895401;15517835747.0
91.0;0.4860000014305115;1.1041826009750366;15680563400.0
92.0;0.49000000953674316;1.050784945487976;15843292250.0
93.0;0.5849999785423279;0.9811092019081116;16006028223.0
