Iteration;Accuracy
1.0;0.7680000066757202
2.0;0.8029000163078308
3.0;0.8181999921798706
4.0;0.8291000127792358
5.0;0.8345000147819519
6.0;0.8378000259399414
7.0;0.8421000242233276
8.0;0.8450999855995178
9.0;0.8479999899864197
10.0;0.850600004196167
11.0;0.8508999943733215
12.0;0.8522999882698059
13.0;0.8547000288963318
14.0;0.8555999994277954
15.0;0.857200026512146
16.0;0.8593999743461609
17.0;0.8601999878883362
18.0;0.86080002784729
19.0;0.863099992275238
20.0;0.8646000027656555
21.0;0.8646000027656555
22.0;0.8658999800682068
23.0;0.8658999800682068
24.0;0.8672000169754028
25.0;0.8676000237464905
26.0;0.8680999875068665
27.0;0.8691999912261963
28.0;0.8698999881744385
29.0;0.8708999752998352
30.0;0.8709999918937683
31.0;0.8718000054359436
32.0;0.8722000122070312
33.0;0.871999979019165
34.0;0.8740000128746033
35.0;0.8737999796867371
36.0;0.8744999766349792
37.0;0.8756999969482422
38.0;0.8751000165939331
39.0;0.8762999773025513
40.0;0.8773999810218811
41.0;0.8776000142097473
42.0;0.8773999810218811
43.0;0.8770999908447266
44.0;0.8783000111579895
45.0;0.8791000247001648
46.0;0.8779000043869019
47.0;0.8788999915122986
48.0;0.8783000111579895
49.0;0.879800021648407
50.0;0.879800021648407
51.0;0.8794000148773193
52.0;0.8787999749183655
53.0;0.8801000118255615
54.0;0.8799999952316284
55.0;0.8812999725341797
56.0;0.882099986076355
57.0;0.8819000124931335
58.0;0.8809999823570251
59.0;0.8826000094413757
60.0;0.8824999928474426
61.0;0.8826000094413757
62.0;0.8830000162124634
63.0;0.8837000131607056
64.0;0.8830999732017517
65.0;0.8833000063896179
66.0;0.8830999732017517
67.0;0.883400022983551
68.0;0.8831999897956848
69.0;0.8833000063896179
70.0;0.8841999769210815
71.0;0.8842999935150146
72.0;0.8845999836921692
73.0;0.8847000002861023
74.0;0.8851000070571899
75.0;0.8859999775886536
76.0;0.8855999708175659
77.0;0.8859999775886536
78.0;0.8858000040054321
79.0;0.8859999775886536
80.0;0.8865000009536743
81.0;0.8859000205993652
82.0;0.886900007724762
83.0;0.8865000009536743
84.0;0.8863999843597412
85.0;0.8867999911308289
86.0;0.8870999813079834
87.0;0.8870000243186951
88.0;0.8871999979019165
89.0;0.8863999843597412
90.0;0.8858000040054321
91.0;0.8866999745368958
92.0;0.886900007724762
93.0;0.8866999745368958
94.0;0.886900007724762
95.0;0.886900007724762
96.0;0.8871999979019165
97.0;0.8870999813079834
98.0;0.8873000144958496
99.0;0.8873000144958496
100.0;0.8866000175476074
