Iteration;Accuracy;Loss
1.0;0.23399999737739563;2.076570510864258
2.0;0.28200000524520874;2.068905830383301
3.0;0.2980000078678131;2.0513839721679688
4.0;0.31299999356269836;1.9732942581176758
5.0;0.3059999942779541;1.595977544784546
6.0;0.32100000977516174;1.458589792251587
7.0;0.328000009059906;1.434351921081543
8.0;0.3619999885559082;1.4257917404174805
9.0;0.3779999911785126;1.383412480354309
10.0;0.3930000066757202;1.2992548942565918
11.0;0.49399998784065247;1.1202640533447266
12.0;0.527999997138977;1.0232046842575073
13.0;0.5740000009536743;0.9524601697921753
14.0;0.5870000123977661;0.8942500352859497
15.0;0.5889999866485596;0.8737539052963257
16.0;0.5849999785423279;0.8787511587142944
17.0;0.6269999742507935;0.8455294966697693
18.0;0.652999997138977;0.7967510223388672
19.0;0.6600000262260437;0.792239248752594
20.0;0.6430000066757202;0.8216381072998047
21.0;0.597000002861023;0.8914401531219482
22.0;0.6330000162124634;0.8269616365432739
23.0;0.6510000228881836;0.8816677331924438
24.0;0.6959999799728394;0.8651925325393677
25.0;0.6230000257492065;0.9870526194572449
26.0;0.5490000247955322;1.1961872577667236
27.0;0.6029999852180481;1.1804211139678955
28.0;0.6309999823570251;0.9861331582069397
29.0;0.6359999775886536;1.2630709409713745
30.0;0.6460000276565552;0.9677562117576599
31.0;0.7070000171661377;1.2485393285751343
32.0;0.6480000019073486;1.1722873449325562
33.0;0.7070000171661377;1.1804848909378052
34.0;0.7070000171661377;1.124191164970398
35.0;0.6830000281333923;1.1078139543533325
36.0;0.703000009059906;1.246248722076416
37.0;0.7110000252723694;1.1894845962524414
38.0;0.6930000185966492;1.1817374229431152
39.0;0.7059999704360962;1.2488518953323364
40.0;0.7039999961853027;1.2261297702789307
41.0;0.6930000185966492;1.2484362125396729
42.0;0.6990000009536743;1.2921537160873413
43.0;0.7089999914169312;1.2120572328567505
44.0;0.6949999928474426;1.3331564664840698
45.0;0.6949999928474426;1.362740159034729
46.0;0.7009999752044678;1.3018194437026978
47.0;0.7009999752044678;1.3407926559448242
48.0;0.7009999752044678;1.4410096406936646
49.0;0.7070000171661377;1.4337983131408691
50.0;0.7020000219345093;1.5288251638412476
51.0;0.7009999752044678;1.4248403310775757
52.0;0.6980000138282776;1.5818026065826416
53.0;0.6949999928474426;1.500404715538025
54.0;0.6940000057220459;1.6183985471725464
55.0;0.6830000281333923;1.507630467414856
56.0;0.6909999847412109;1.5758047103881836
57.0;0.6880000233650208;1.60507333278656
58.0;0.6899999976158142;1.7679517269134521
59.0;0.6869999766349792;1.6819707155227661
60.0;0.6919999718666077;1.6819276809692383
61.0;0.6779999732971191;1.531489372253418
62.0;0.6840000152587891;1.7865647077560425
63.0;0.6859999895095825;1.930003046989441
64.0;0.6869999766349792;1.9621679782867432
65.0;0.6890000104904175;1.9489872455596924
66.0;0.6830000281333923;1.9864953756332397
67.0;0.6940000057220459;1.9534471035003662
68.0;0.6869999766349792;1.7888981103897095
69.0;0.6930000185966492;1.6490358114242554
70.0;0.6819999814033508;1.6690363883972168
