Iteration;Accuracy;Loss
1.0;0.24400000274181366;2.0791897773742676
2.0;0.27000001072883606;2.0789384841918945
3.0;0.28200000524520874;2.078704357147217
4.0;0.24699999392032623;2.078481912612915
5.0;0.2549999952316284;2.078249454498291
6.0;0.24400000274181366;2.077998638153076
7.0;0.23000000417232513;2.0777318477630615
8.0;0.23100000619888306;2.0774242877960205
9.0;0.23100000619888306;2.0770905017852783
10.0;0.23000000417232513;2.076737880706787
11.0;0.23000000417232513;2.0763659477233887
12.0;0.23100000619888306;2.0759639739990234
13.0;0.23199999332427979;2.075490951538086
14.0;0.23000000417232513;2.075012445449829
15.0;0.23199999332427979;2.074432611465454
16.0;0.23199999332427979;2.0738277435302734
17.0;0.2329999953508377;2.0731518268585205
18.0;0.2370000034570694;2.0724294185638428
19.0;0.23600000143051147;2.07161545753479
20.0;0.23399999737739563;2.070739984512329
21.0;0.23800000548362732;2.0697739124298096
22.0;0.2370000034570694;2.068711996078491
23.0;0.23999999463558197;2.067523241043091
24.0;0.24300000071525574;2.0662052631378174
25.0;0.24799999594688416;2.0647237300872803
26.0;0.25099998712539673;2.06306529045105
27.0;0.24699999392032623;2.0612857341766357
28.0;0.24899999797344208;2.059123992919922
29.0;0.2549999952316284;2.0566701889038086
30.0;0.25;2.0538547039031982
31.0;0.2549999952316284;2.0504989624023438
32.0;0.24899999797344208;2.046492338180542
33.0;0.25099998712539673;2.041602611541748
34.0;0.24699999392032623;2.0355780124664307
35.0;0.2540000081062317;2.0275583267211914
36.0;0.24899999797344208;2.0168192386627197
37.0;0.24799999594688416;2.004011631011963
38.0;0.24799999594688416;1.9794187545776367
39.0;0.2460000067949295;1.9442578554153442
40.0;0.21299999952316284;1.9070383310317993
41.0;0.24400000274181366;1.8668551445007324
42.0;0.21299999952316284;1.8668160438537598
43.0;0.2759999930858612;1.8536409139633179
44.0;0.2160000056028366;1.809354543685913
45.0;0.2939999997615814;1.7917343378067017
46.0;0.289000004529953;1.710855484008789
47.0;0.11999999731779099;2.0351803302764893
48.0;0.3050000071525574;1.680384874343872
49.0;0.12099999934434891;2.033449649810791
50.0;0.3140000104904175;1.654775619506836
51.0;0.22200000286102295;1.8376123905181885
52.0;0.3580000102519989;1.5978400707244873
53.0;0.2680000066757202;1.7791357040405273
54.0;0.34700000286102295;1.5725404024124146
55.0;0.12600000202655792;2.2073256969451904
56.0;0.12600000202655792;2.1260762214660645
57.0;0.12600000202655792;2.103454828262329
58.0;0.12700000405311584;2.09195876121521
59.0;0.12800000607967377;2.0841033458709717
60.0;0.12800000607967377;2.0777602195739746
61.0;0.1289999932050705;2.07173228263855
62.0;0.13199999928474426;2.0653018951416016
63.0;0.13199999928474426;2.0579097270965576
64.0;0.13300000131130219;2.0489790439605713
65.0;0.13199999928474426;2.037853717803955
66.0;0.13199999928474426;2.023651361465454
67.0;0.13699999451637268;2.0055360794067383
68.0;0.13899999856948853;1.9833471775054932
69.0;0.14300000667572021;1.9583609104156494
70.0;0.13699999451637268;1.933308720588684
71.0;0.15700000524520874;1.9112484455108643
72.0;0.12300000339746475;1.8921313285827637
73.0;0.26600000262260437;1.8749736547470093
74.0;0.25600001215934753;1.8351259231567383
75.0;0.29499998688697815;1.558751106262207
76.0;0.3019999861717224;1.5047253370285034
77.0;0.289000004529953;1.6348786354064941
78.0;0.3269999921321869;1.49606192111969
79.0;0.31299999356269836;1.5758838653564453
80.0;0.3240000009536743;1.4927242994308472
81.0;0.28700000047683716;1.5273563861846924
82.0;0.30000001192092896;1.5240944623947144
83.0;0.32499998807907104;1.5247758626937866
84.0;0.3179999887943268;1.4934711456298828
85.0;0.3179999887943268;1.5166747570037842
86.0;0.36899998784065247;1.4652665853500366
87.0;0.3919999897480011;1.5015623569488525
88.0;0.33899998664855957;1.460835576057434
89.0;0.31200000643730164;1.5312368869781494
90.0;0.34299999475479126;1.4580029249191284
91.0;0.3490000069141388;1.4553358554840088
92.0;0.3269999921321869;1.4748302698135376
93.0;0.33899998664855957;1.460849642753601
94.0;0.335999995470047;1.4994840621948242
95.0;0.33799999952316284;1.4583605527877808
96.0;0.33799999952316284;1.467515230178833
97.0;0.33500000834465027;1.4560644626617432
98.0;0.32499998807907104;1.4677385091781616
99.0;0.3619999885559082;1.4322649240493774
100.0;0.32600000500679016;1.4802756309509277
101.0;0.3149999976158142;1.446042537689209
102.0;0.35600000619888306;1.4635227918624878
103.0;0.3440000116825104;1.4319478273391724
104.0;0.33000001311302185;1.5406103134155273
105.0;0.34299999475479126;1.4539610147476196
106.0;0.36899998784065247;1.4375156164169312
107.0;0.33899998664855957;1.4343067407608032
108.0;0.4300000071525574;1.4362603425979614
109.0;0.3400000035762787;1.4450222253799438
110.0;0.3919999897480011;1.4173922538757324
111.0;0.3319999873638153;1.5071301460266113
112.0;0.35100001096725464;1.449568748474121
113.0;0.34700000286102295;1.4372678995132446
114.0;0.3540000021457672;1.4364136457443237
115.0;0.36000001430511475;1.4272761344909668
116.0;0.3569999933242798;1.4265583753585815
117.0;0.35499998927116394;1.422675609588623
118.0;0.3449999988079071;1.4719600677490234
119.0;0.3630000054836273;1.4139353036880493
120.0;0.35199999809265137;1.4360878467559814
121.0;0.3720000088214874;1.4051226377487183
122.0;0.3580000102519989;1.4568501710891724
123.0;0.3529999852180481;1.4133617877960205
124.0;0.3100000023841858;1.4602307081222534
125.0;0.4359999895095825;1.4035766124725342
126.0;0.3610000014305115;1.3958773612976074
127.0;0.35499998927116394;1.4154410362243652
128.0;0.36500000953674316;1.409085750579834
129.0;0.3540000021457672;1.4512397050857544
130.0;0.37700000405311584;1.3872429132461548
131.0;0.335999995470047;1.4712541103363037
132.0;0.38199999928474426;1.3873090744018555
133.0;0.38999998569488525;1.3760738372802734
134.0;0.36800000071525574;1.3583346605300903
135.0;0.36899998784065247;1.3940784931182861
136.0;0.44699999690055847;1.348914623260498
137.0;0.3959999978542328;1.344433069229126
138.0;0.3409999907016754;1.3724865913391113
139.0;0.4020000100135803;1.3215407133102417
140.0;0.39500001072883606;1.3757795095443726
141.0;0.4560000002384186;1.3417996168136597
142.0;0.5009999871253967;1.2773973941802979
143.0;0.4860000014305115;1.3641849756240845
144.0;0.42500001192092896;1.2536219358444214
145.0;0.44699999690055847;1.3129571676254272
146.0;0.5120000243186951;1.2406673431396484
147.0;0.47699999809265137;1.27866792678833
148.0;0.47200000286102295;1.235704779624939
149.0;0.46700000762939453;1.279531478881836
