Iteration;Accuracy;Loss
1.0;0.11299999803304672;2.0816242694854736
2.0;0.11299999803304672;2.082277297973633
3.0;0.11299999803304672;2.081827163696289
4.0;0.11500000208616257;2.0801150798797607
5.0;0.10400000214576721;2.0604422092437744
6.0;0.11299999803304672;2.0832712650299072
7.0;0.10400000214576721;2.084829568862915
8.0;0.10400000214576721;2.081678628921509
9.0;0.10400000214576721;2.083559513092041
10.0;0.11299999803304672;2.0839462280273438
11.0;0.10400000214576721;2.0827431678771973
12.0;0.11299999803304672;2.0830636024475098
13.0;0.10400000214576721;2.082395076751709
14.0;0.11299999803304672;2.0836119651794434
