Iteration;Accuracy
1.0;0.900600016117096
2.0;0.9157000184059143
3.0;0.9254999756813049
4.0;0.9319999814033508
5.0;0.935699999332428
6.0;0.9394999742507935
7.0;0.9415000081062317
8.0;0.9448000192642212
9.0;0.9465000033378601
10.0;0.9483000040054321
11.0;0.9498000144958496
12.0;0.9513999819755554
13.0;0.9531000256538391
14.0;0.9541000127792358
15.0;0.955299973487854
16.0;0.9570000171661377
17.0;0.9578999876976013
18.0;0.9585999846458435
19.0;0.9596999883651733
20.0;0.9606000185012817
21.0;0.9613000154495239
22.0;0.9617000222206116
23.0;0.9623000025749207
24.0;0.9625999927520752
25.0;0.9631999731063843
26.0;0.9639999866485596
27.0;0.9643999934196472
28.0;0.9645000100135803
29.0;0.9649999737739563
30.0;0.9653000235557556
31.0;0.9659000039100647
32.0;0.9664999842643738
33.0;0.9671000242233276
34.0;0.9674999713897705
35.0;0.9682000279426575
36.0;0.9684000015258789
37.0;0.9690999984741211
38.0;0.9695000052452087
39.0;0.9700999855995178
40.0;0.9699000120162964
41.0;0.9704999923706055
42.0;0.970300018787384
43.0;0.9703999757766724
44.0;0.9707000255584717
45.0;0.9708999991416931
46.0;0.9710999727249146
47.0;0.9711999893188477
48.0;0.9715999960899353
49.0;0.9721999764442444
50.0;0.972000002861023
51.0;0.972100019454956
52.0;0.9721999764442444
53.0;0.972599983215332
54.0;0.972599983215332
55.0;0.9728999733924866
56.0;0.9726999998092651
57.0;0.9729999899864197
58.0;0.9728000164031982
59.0;0.9728999733924866
60.0;0.9729999899864197
61.0;0.9731000065803528
62.0;0.9732999801635742
63.0;0.9735000133514404
64.0;0.9733999967575073
65.0;0.9732999801635742
66.0;0.9735000133514404
67.0;0.973800003528595
68.0;0.9739999771118164
69.0;0.9740999937057495
70.0;0.9740999937057495
71.0;0.9740999937057495
72.0;0.974399983882904
73.0;0.9747999906539917
74.0;0.9745000004768372
75.0;0.9746000170707703
76.0;0.9745000004768372
77.0;0.9747999906539917
78.0;0.9747999906539917
79.0;0.9749000072479248
80.0;0.9746000170707703
81.0;0.9745000004768372
82.0;0.9746000170707703
83.0;0.9746000170707703
84.0;0.9745000004768372
85.0;0.9749000072479248
86.0;0.9750000238418579
87.0;0.9751999974250793
88.0;0.9751999974250793
89.0;0.9754999876022339
90.0;0.9750000238418579
91.0;0.9751999974250793
92.0;0.9753999710083008
93.0;0.9753000140190125
94.0;0.9753999710083008
95.0;0.9754999876022339
96.0;0.9757000207901001
97.0;0.9754999876022339
98.0;0.9754999876022339
99.0;0.9757999777793884
100.0;0.9760000109672546
