Iteration;Accuracy
1.0;0.5835999846458435
2.0;0.6071000099182129
3.0;0.6833000183105469
4.0;0.7208999991416931
5.0;0.73580002784729
6.0;0.7519999742507935
7.0;0.7667999863624573
8.0;0.7723000049591064
9.0;0.7858999967575073
10.0;0.7946000099182129
11.0;0.8043000102043152
12.0;0.8062999844551086
13.0;0.8148999810218811
14.0;0.8205999732017517
15.0;0.8256999850273132
16.0;0.8288999795913696
17.0;0.8331999778747559
18.0;0.8360000252723694
19.0;0.839900016784668
20.0;0.8420000076293945
21.0;0.843500018119812
22.0;0.8465999960899353
23.0;0.847599983215332
24.0;0.8511000275611877
25.0;0.8528000116348267
26.0;0.8525999784469604
27.0;0.8547999858856201
28.0;0.8561000227928162
29.0;0.8572999835014343
30.0;0.8575999736785889
31.0;0.8592000007629395
32.0;0.8604999780654907
33.0;0.8628000020980835
34.0;0.861299991607666
35.0;0.864300012588501
36.0;0.8644999861717224
37.0;0.864300012588501
38.0;0.8659999966621399
39.0;0.8666999936103821
40.0;0.8677999973297119
41.0;0.8669000267982483
42.0;0.8677999973297119
43.0;0.8690999746322632
44.0;0.869700014591217
45.0;0.8697999715805054
46.0;0.8708999752998352
47.0;0.8712000250816345
48.0;0.8709999918937683
49.0;0.8719000220298767
50.0;0.873199999332428
51.0;0.8730000257492065
52.0;0.8741000294685364
53.0;0.8745999932289124
54.0;0.8759999871253967
55.0;0.8762000203132629
56.0;0.8783000111579895
57.0;0.8766999840736389
58.0;0.8783000111579895
59.0;0.8784000277519226
60.0;0.8792999982833862
61.0;0.8801000118255615
62.0;0.8806999921798706
63.0;0.8809999823570251
64.0;0.8805000185966492
65.0;0.8823000192642212
66.0;0.8816999793052673
67.0;0.8824999928474426
68.0;0.8830999732017517
69.0;0.8826000094413757
70.0;0.8842999935150146
71.0;0.8835999965667725
72.0;0.8833000063896179
73.0;0.8848000168800354
74.0;0.8855999708175659
75.0;0.8859000205993652
76.0;0.8865000009536743
77.0;0.8859999775886536
78.0;0.8870000243186951
79.0;0.8867999911308289
80.0;0.8881000280380249
81.0;0.8881999850273132
82.0;0.8880000114440918
83.0;0.8889999985694885
84.0;0.8881999850273132
85.0;0.8892999887466431
86.0;0.8895999789237976
87.0;0.8892999887466431
88.0;0.890500009059906
89.0;0.8909000158309937
90.0;0.890500009059906
91.0;0.8907999992370605
92.0;0.8920000195503235
93.0;0.8913000226020813
94.0;0.8917999863624573
95.0;0.8916000127792358
96.0;0.8928999900817871
97.0;0.8928999900817871
98.0;0.8924999833106995
99.0;0.8928999900817871
100.0;0.8928999900817871
