Iteration;Accuracy
1.0;0.1776999980211258
2.0;0.2743000090122223
3.0;0.4253999888896942
4.0;0.531000018119812
5.0;0.5813000202178955
6.0;0.630299985408783
7.0;0.6643000245094299
8.0;0.6851000189781189
9.0;0.7164000272750854
10.0;0.7355999946594238
11.0;0.7537000179290771
12.0;0.7702000141143799
13.0;0.7803000211715698
14.0;0.7928000092506409
15.0;0.7994999885559082
16.0;0.8007000088691711
17.0;0.8141999840736389
18.0;0.816100001335144
19.0;0.822700023651123
20.0;0.8212000131607056
21.0;0.8242999911308289
22.0;0.8162999749183655
23.0;0.8008000254631042
24.0;0.8061000108718872
25.0;0.7818999886512756
26.0;0.7946000099182129
27.0;0.7663999795913696
28.0;0.7890999913215637
29.0;0.73089998960495
30.0;0.7348999977111816
31.0;0.7275000214576721
32.0;0.7261000275611877
33.0;0.7178999781608582
34.0;0.7506999969482422
35.0;0.7713000178337097
36.0;0.7946000099182129
37.0;0.8039000034332275
38.0;0.82669997215271
39.0;0.8100000023841858
40.0;0.8108999729156494
41.0;0.7846999764442444
42.0;0.7851999998092651
43.0;0.8138999938964844
44.0;0.8303999900817871
45.0;0.82669997215271
46.0;0.838100016117096
47.0;0.8324999809265137
48.0;0.8414999842643738
49.0;0.8388000130653381
50.0;0.8632000088691711
51.0;0.8547999858856201
52.0;0.8628000020980835
53.0;0.8561999797821045
54.0;0.8618999719619751
55.0;0.8514000177383423
56.0;0.8615000247955322
57.0;0.8529999852180481
58.0;0.8416000008583069
59.0;0.8197000026702881
60.0;0.8009999990463257
61.0;0.8108000159263611
62.0;0.8044000267982483
63.0;0.8238000273704529
64.0;0.8331999778747559
65.0;0.8277999758720398
66.0;0.8485999703407288
67.0;0.854200005531311
68.0;0.8600999712944031
69.0;0.8621000051498413
70.0;0.8758000135421753
71.0;0.8694999814033508
72.0;0.8673999905586243
73.0;0.8683000206947327
74.0;0.8810999989509583
75.0;0.8823000192642212
76.0;0.8848999738693237
77.0;0.8774999976158142
78.0;0.8823000192642212
79.0;0.8809999823570251
80.0;0.8819000124931335
81.0;0.8790000081062317
82.0;0.8730999827384949
83.0;0.8787000179290771
84.0;0.8819000124931335
85.0;0.8776000142097473
86.0;0.8772000074386597
87.0;0.8770999908447266
88.0;0.8672999739646912
89.0;0.8791999816894531
90.0;0.8812000155448914
91.0;0.8831999897956848
92.0;0.886900007724762
93.0;0.8823999762535095
94.0;0.8809000253677368
95.0;0.8808000087738037
96.0;0.8738999962806702
97.0;0.8812000155448914
98.0;0.8695999979972839
99.0;0.8654000163078308
100.0;0.8536999821662903
