Iteration;Accuracy
1.0;0.8888888955116272
2.0;0.8888888955116272
3.0;0.920634925365448
4.0;0.9047619104385376
5.0;0.920634925365448
6.0;0.9523809552192688
7.0;0.9047619104385376
8.0;0.8730158805847168
9.0;0.8888888955116272
10.0;0.8730158805847168
11.0;0.8730158805847168
12.0;0.920634925365448
13.0;0.9047619104385376
14.0;0.9682539701461792
15.0;0.920634925365448
16.0;0.920634925365448
17.0;0.8888888955116272
18.0;0.9523809552192688
19.0;0.9365079402923584
20.0;0.8730158805847168
21.0;0.9365079402923584
22.0;0.9365079402923584
23.0;0.9365079402923584
24.0;0.9365079402923584
25.0;0.920634925365448
26.0;0.9841269850730896
27.0;0.920634925365448
28.0;0.9682539701461792
29.0;0.9841269850730896
30.0;0.920634925365448
31.0;0.9682539701461792
32.0;0.9841269850730896
33.0;0.9365079402923584
34.0;0.920634925365448
35.0;0.9523809552192688
36.0;0.9365079402923584
37.0;0.9682539701461792
38.0;0.9841269850730896
39.0;0.920634925365448
40.0;0.8888888955116272
41.0;0.9841269850730896
42.0;0.9682539701461792
43.0;1.0
44.0;0.9841269850730896
45.0;1.0
46.0;0.9365079402923584
47.0;0.9682539701461792
48.0;0.9841269850730896
49.0;0.9523809552192688
50.0;0.9523809552192688
51.0;0.9523809552192688
52.0;0.9523809552192688
53.0;0.9682539701461792
54.0;0.9365079402923584
55.0;0.9841269850730896
56.0;0.9841269850730896
57.0;1.0
58.0;0.9523809552192688
59.0;0.9841269850730896
60.0;0.9523809552192688
61.0;0.9365079402923584
62.0;0.9682539701461792
63.0;0.9841269850730896
64.0;0.9841269850730896
65.0;0.9682539701461792
66.0;0.9841269850730896
67.0;0.9841269850730896
68.0;0.9841269850730896
69.0;0.9841269850730896
70.0;0.9523809552192688
71.0;0.9682539701461792
72.0;0.9682539701461792
73.0;0.9682539701461792
74.0;0.9841269850730896
75.0;0.9682539701461792
76.0;1.0
77.0;1.0
78.0;0.9841269850730896
79.0;0.9841269850730896
80.0;1.0
81.0;0.9682539701461792
82.0;0.9841269850730896
83.0;0.9841269850730896
84.0;1.0
85.0;1.0
86.0;0.9523809552192688
87.0;0.9841269850730896
88.0;0.9682539701461792
89.0;1.0
90.0;1.0
91.0;0.9523809552192688
92.0;0.9682539701461792
93.0;0.9841269850730896
94.0;0.9841269850730896
95.0;1.0
96.0;1.0
97.0;0.9682539701461792
98.0;1.0
99.0;0.9841269850730896
100.0;0.9841269850730896
