Iteration;Accuracy
1.0;0.6510999798774719
2.0;0.6597999930381775
3.0;0.6901999711990356
4.0;0.7279000282287598
5.0;0.7572000026702881
6.0;0.7734000086784363
7.0;0.7911999821662903
8.0;0.798799991607666
9.0;0.8055999875068665
10.0;0.8130000233650208
11.0;0.819100022315979
12.0;0.8235999941825867
13.0;0.8284000158309937
14.0;0.8309000134468079
15.0;0.8345999717712402
16.0;0.8364999890327454
17.0;0.8385999798774719
18.0;0.8393999934196472
19.0;0.8393999934196472
20.0;0.8416000008583069
21.0;0.8432999849319458
22.0;0.845300018787384
23.0;0.8478000164031982
24.0;0.8476999998092651
25.0;0.8482999801635742
26.0;0.8492000102996826
27.0;0.8507999777793884
28.0;0.8518000245094299
29.0;0.8526999950408936
30.0;0.8526999950408936
31.0;0.8543000221252441
32.0;0.8569999933242798
33.0;0.8568000197410583
34.0;0.8571000099182129
35.0;0.8575000166893005
36.0;0.8604999780654907
37.0;0.8605999946594238
38.0;0.8603000044822693
39.0;0.8605999946594238
40.0;0.8614000082015991
41.0;0.862500011920929
42.0;0.8615000247955322
43.0;0.8634999990463257
44.0;0.8636999726295471
45.0;0.8640999794006348
46.0;0.8641999959945679
47.0;0.8672000169754028
48.0;0.866100013256073
49.0;0.866599977016449
50.0;0.8676000237464905
51.0;0.8687000274658203
52.0;0.8690000176429749
53.0;0.8708999752998352
54.0;0.8694999814033508
55.0;0.8702999949455261
56.0;0.8712999820709229
57.0;0.8712999820709229
58.0;0.8725000023841858
59.0;0.8733999729156494
60.0;0.8720999956130981
61.0;0.8734999895095825
62.0;0.8726999759674072
63.0;0.8740000128746033
64.0;0.8733999729156494
65.0;0.8734999895095825
66.0;0.8751000165939331
67.0;0.8759999871253967
68.0;0.8752999901771545
69.0;0.8761000037193298
70.0;0.8762000203132629
71.0;0.8762999773025513
72.0;0.8759999871253967
73.0;0.8751999735832214
74.0;0.8759999871253967
75.0;0.8758999705314636
76.0;0.8763999938964844
77.0;0.8772000074386597
78.0;0.8769999742507935
79.0;0.876800000667572
80.0;0.8772000074386597
81.0;0.8776000142097473
82.0;0.8776000142097473
83.0;0.8774999976158142
84.0;0.8784000277519226
85.0;0.8790000081062317
86.0;0.8788999915122986
87.0;0.8791000247001648
88.0;0.8794000148773193
89.0;0.8795999884605408
90.0;0.880299985408783
91.0;0.8805999755859375
92.0;0.8804000020027161
93.0;0.8795999884605408
94.0;0.8801000118255615
95.0;0.8805000185966492
96.0;0.880299985408783
97.0;0.8804000020027161
98.0;0.882099986076355
99.0;0.8820000290870667
100.0;0.8823000192642212
