Iteration;Accuracy
1.0;0.6571999788284302
2.0;0.7644000053405762
3.0;0.815500020980835
4.0;0.8432999849319458
5.0;0.861299991607666
6.0;0.8741000294685364
7.0;0.882099986076355
8.0;0.8902999758720398
9.0;0.8935999870300293
10.0;0.8971999883651733
11.0;0.8988000154495239
12.0;0.9020000100135803
13.0;0.9039000272750854
14.0;0.9075000286102295
15.0;0.9099000096321106
16.0;0.9111999869346619
17.0;0.9114999771118164
18.0;0.9135000109672546
19.0;0.916100025177002
20.0;0.9168999791145325
21.0;0.917900025844574
22.0;0.9193999767303467
23.0;0.9200999736785889
24.0;0.9214000105857849
25.0;0.9223999977111816
26.0;0.9240999817848206
27.0;0.9247999787330627
28.0;0.9258999824523926
29.0;0.9273999929428101
30.0;0.9276000261306763
31.0;0.9287999868392944
32.0;0.9294999837875366
33.0;0.9297000169754028
34.0;0.9298999905586243
35.0;0.930899977684021
36.0;0.9327999949455261
37.0;0.9330999851226807
38.0;0.9333000183105469
39.0;0.9345999956130981
40.0;0.9354000091552734
41.0;0.9344000220298767
42.0;0.9359999895095825
43.0;0.9354000091552734
44.0;0.9362999796867371
45.0;0.9377999901771545
46.0;0.9380000233650208
47.0;0.9381999969482422
48.0;0.9394999742507935
49.0;0.9398999810218811
50.0;0.9399999976158142
51.0;0.9406999945640564
52.0;0.9409999847412109
53.0;0.9417999982833862
54.0;0.9419000148773193
55.0;0.9427000284194946
56.0;0.9431999921798706
57.0;0.944100022315979
58.0;0.944100022315979
59.0;0.9438999891281128
60.0;0.9448000192642212
61.0;0.9451000094413757
62.0;0.9455000162124634
63.0;0.945900022983551
64.0;0.9467999935150146
65.0;0.9466999769210815
66.0;0.9469000101089478
67.0;0.9470000267028809
68.0;0.9473000168800354
69.0;0.9480999708175659
70.0;0.9480999708175659
71.0;0.9491999745368958
72.0;0.9484000205993652
73.0;0.9495999813079834
74.0;0.9495999813079834
75.0;0.9496999979019165
76.0;0.9496999979019165
77.0;0.9498000144958496
78.0;0.9501000046730042
79.0;0.9502000212669373
80.0;0.9506000280380249
81.0;0.9513999819755554
82.0;0.9513999819755554
83.0;0.9520999789237976
84.0;0.9520000219345093
85.0;0.9521999955177307
86.0;0.9524999856948853
87.0;0.9524000287055969
88.0;0.9531000256538391
89.0;0.9535999894142151
90.0;0.9538000226020813
91.0;0.954200029373169
92.0;0.9545000195503235
93.0;0.9552000164985657
94.0;0.9545000195503235
95.0;0.9555000066757202
96.0;0.954800009727478
97.0;0.9549999833106995
98.0;0.9556999802589417
99.0;0.955299973487854
100.0;0.9562000036239624
