Iteration;Accuracy
1.0;0.7663000226020813
2.0;0.8697999715805054
3.0;0.9169999957084656
4.0;0.9333999752998352
5.0;0.9423999786376953
6.0;0.948199987411499
7.0;0.9520999789237976
8.0;0.9553999900817871
9.0;0.9580000042915344
10.0;0.9614999890327454
11.0;0.9646999835968018
12.0;0.9670000076293945
13.0;0.9688000082969666
14.0;0.9706000089645386
15.0;0.972100019454956
16.0;0.9732000231742859
17.0;0.9746000170707703
18.0;0.9758999943733215
19.0;0.9761000275611877
20.0;0.9769999980926514
21.0;0.977400004863739
22.0;0.9775000214576721
23.0;0.9783999919891357
24.0;0.9789999723434448
25.0;0.9796000123023987
26.0;0.9794999957084656
27.0;0.9794999957084656
28.0;0.9804999828338623
29.0;0.9811999797821045
30.0;0.9811999797821045
31.0;0.9814000129699707
32.0;0.9818000197410583
33.0;0.982200026512146
34.0;0.9822999835014343
35.0;0.9829999804496765
36.0;0.9829000234603882
37.0;0.9830999970436096
38.0;0.9835000038146973
39.0;0.9837999939918518
40.0;0.9836999773979187
41.0;0.9837999939918518
42.0;0.9839000105857849
43.0;0.9839000105857849
44.0;0.984499990940094
45.0;0.9847999811172485
46.0;0.9846000075340271
47.0;0.9851999878883362
48.0;0.9851999878883362
49.0;0.9853000044822693
50.0;0.9855999946594238
51.0;0.9855999946594238
52.0;0.9858999848365784
53.0;0.9860000014305115
54.0;0.98580002784729
55.0;0.9861999750137329
56.0;0.9865000247955322
57.0;0.9868000149726868
58.0;0.9866999983787537
59.0;0.9869999885559082
60.0;0.9872000217437744
61.0;0.9868000149726868
62.0;0.9872000217437744
63.0;0.987500011920929
64.0;0.987500011920929
65.0;0.987500011920929
66.0;0.9876999855041504
67.0;0.9879000186920166
68.0;0.9876999855041504
69.0;0.988099992275238
70.0;0.988099992275238
71.0;0.9883000254631042
72.0;0.9879999756813049
73.0;0.9882000088691711
74.0;0.9882000088691711
75.0;0.988099992275238
76.0;0.9882000088691711
77.0;0.9883999824523926
78.0;0.9883000254631042
79.0;0.9886000156402588
80.0;0.9886000156402588
81.0;0.9886000156402588
82.0;0.9886999726295471
83.0;0.9884999990463257
84.0;0.9887999892234802
85.0;0.9887999892234802
86.0;0.9889000058174133
87.0;0.9889000058174133
88.0;0.9886999726295471
89.0;0.9890000224113464
90.0;0.9887999892234802
91.0;0.9890000224113464
92.0;0.9890999794006348
93.0;0.9891999959945679
94.0;0.9890999794006348
95.0;0.989300012588501
96.0;0.9894000291824341
97.0;0.9894000291824341
98.0;0.9894999861717224
99.0;0.9894000291824341
100.0;0.9896000027656555
